fyers_symbol,stock_name,sector,industry,basic_industry
NSE:SYSTMTXC-EQ,Systematix Corporate Services Limited,Financial Services,Capital Markets,Stockbroking & Allied
NSE:TAALTECH-EQ,Taal Tech Limited,Services,Transport Services,Airline
NSE:TAINWALCHM-EQ,Tainwala Chemical and Plastic (I) Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:TAJGVK-EQ,Taj GVK Hotels & Resorts Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:TAKE-BE,Take Solutions Limited,Healthcare,Healthcare Services,Healthcare Research Analytics & Technology
NSE:TALBROAUTO-EQ,Talbros Automotive Components Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:TAMBOLIIN-EQ,Tamboli Industries Limited,Financial Services,Finance,Holding Company
NSE:TANLA-EQ,Tanla Platforms Limited,Information Technology,IT - Software,Software Products
NSE:TARACHAND-EQ,Tara Chand InfraLogistic Solutions Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:TARAPUR-EQ,Tarapur Transformers Limited,Financial Services,Finance,Investment Company
NSE:TARC-EQ,TARC Limited,Realty,Realty,Residential Commercial Projects
NSE:TARIL-EQ,Transformers And Rectifiers (India) Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:TARMAT-EQ,Tarmat Limited,Construction,Construction,Civil Construction
NSE:TARSONS-EQ,Tarsons Products Limited,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
NSE:TASTYBITE-EQ,Tasty Bite Eatables Limited,Fast Moving Consumer Goods,Food Products,Packaged Foods
NSE:TATACAP-EQ,Tata Capital Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:TATACHEM-EQ,Tata Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:TATACOMM-EQ,Tata Communications Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:TATACONSUM-EQ,TATA CONSUMER PRODUCTS LIMITED,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:TATAELXSI-EQ,Tata Elxsi Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:TATAINVEST-EQ,Tata Investment Corporation Limited,Financial Services,Finance,Investment Company
NSE:TATAPOWER-EQ,Tata Power Company Limited,Power,Power,Integrated Power Utilities
NSE:TATASTEEL-EQ,Tata Steel Limited,Metals & Mining,Ferrous Metals,Iron & Steel
NSE:TATATECH-EQ,Tata Technologies Limited,Information Technology,IT - Services,IT Enabled Services
NSE:TATVA-EQ,Tatva Chintan Pharma Chem Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:TBOTEK-EQ,TBO Tek Limited,Consumer Services,Leisure Services,Tour Travel Related Services
NSE:TBZ-EQ,Tribhovandas Bhimji Zaveri Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:TCC-EQ,TCC Concept Limited,Consumer Services,Retailing,Internet & Catalogue Retail
NSE:TCI-EQ,Transport Corporation of India Limited,Services,Transport Services,Logistics Solution Provider
NSE:TCIEXP-EQ,TCI Express Limited,Services,Transport Services,Logistics Solution Provider
NSE:TCIFINANCE-EQ,TCI Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:TCPLPACK-EQ,TCPL Packaging Limited,Capital Goods,Industrial Products,Packaging
NSE:TCS-EQ,Tata Consultancy Services Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:TDPOWERSYS-EQ,TD Power Systems Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:TEAMGTY-EQ,Team India Guaranty Limited,Financial Services,Finance,Investment Company
NSE:TEAMLEASE-EQ,Teamlease Services Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:TECHM-EQ,Tech Mahindra Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:TECHNOE-EQ,Techno Electric & Engineering Company Limited,Construction,Construction,Civil Construction
NSE:TECHNVISN-EQ,TechNVision Ventures Limited,Information Technology,IT - Software,Software Products
NSE:TECILCHEM-EQ,TECIL Chemicals and Hydro Power Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:TEGA-EQ,Tega Industries Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:TEJASNET-EQ,Tejas Networks Limited,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
NSE:TEMBO-EQ,Tembo Global Industries Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:TENNIND-EQ,Tenneco Clean Air India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:TERASOFT-EQ,Tera Software Limited,Information Technology,IT - Services,IT Enabled Services
NSE:TEXINFRA-EQ,Texmaco Infrastructure & Holdings Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:TEXMOPIPES-EQ,Texmo Pipes and Products Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:TEXRAIL-EQ,Texmaco Rail & Engineering Limited,Capital Goods,Industrial Manufacturing,Railway Wagons
NSE:TFCILTD-EQ,Tourism Finance Corporation of India Limited,Financial Services,Finance,Financial Institution
NSE:TFL-EQ,Transwarranty Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:TGBHOTELS-EQ,TGB Banquets And Hotels Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:THACKER-BE,Thacker & Company Limited,,,
NSE:THAKDEV-EQ,Thakkers Developers Limited,Realty,Realty,Residential Commercial Projects
NSE:THANGAMAYL-EQ,Thangamayil Jewellery Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:THEINVEST-EQ,The Investment Trust Of India Limited,Financial Services,Finance,Other Financial Services
NSE:THEJO-EQ,Thejo Engineering Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:THELEELA-EQ,Leela Palaces Hotels & Resorts Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:THEMISMED-EQ,Themis Medicare Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:THERMAX-EQ,Thermax Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:THOMASCOOK-EQ,Thomas Cook  (India)  Limited,Consumer Services,Leisure Services,Tour Travel Related Services
NSE:THOMASCOTT-EQ,Thomas Scott (India) Limited,Textiles,Textiles & Apparels,Garments & Apparels
NSE:THYROCARE-EQ,Thyrocare Technologies Limited,Healthcare,Healthcare Services,Healthcare Service Provider
NSE:TI-EQ,Tilaknagar Industries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:TICL-EQ,Twamev Construction and Infrastructure Limited,Construction,Construction,Civil Construction
NSE:TIGERLOGS-BE,Tiger Logistics (India) Limited,Services,Transport Services,Logistics Solution Provider
NSE:TIIL-EQ,Technocraft Industries (India) Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:TIINDIA-EQ,Tube Investments of India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:TIJARIA-EQ,Tijaria Polypipes Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:TIL-EQ,TIL Limited,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles
NSE:TIMETECHNO-EQ,Time Technoplast Limited,Capital Goods,Industrial Products,Plastic Products - Industrial
NSE:TIMEX-EQ,Timex Group India Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:TIMKEN-EQ,Timken India Limited,Capital Goods,Industrial Products,Abrasives & Bearings
NSE:TINNARUBR-EQ,Tinna Rubber and Infrastructure Limited,Capital Goods,Industrial Products,Rubber
NSE:TIPSFILMS-EQ,Tips Films Limited,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
NSE:TIPSMUSIC-EQ,Tips Music Limited,Media Entertainment & Publication,Entertainment,Media & Entertainment
NSE:TIRUMALCHM-EQ,Thirumalai Chemicals Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:TIRUPATIFL-BE,Tirupati Forge Limited,Capital Goods,Industrial Products,Castings & Forgings
NSE:TITAGARH-EQ,TITAGARH RAIL SYSTEMS LIMITED,Capital Goods,Industrial Manufacturing,Railway Wagons
NSE:TITAN-EQ,Titan Company Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:TMB-EQ,Tamilnad Mercantile Bank Limited,Financial Services,Banks,Private Sector Bank
NSE:TMCV-EQ,Tata Motors Limited,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles
NSE:TMPV-EQ,Tata Motors Passenger Vehicles Limited,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
NSE:TNPETRO-EQ,Tamilnadu PetroProducts Limited,Chemicals,Chemicals & Petrochemicals,Petrochemicals
NSE:TNPL-EQ,Tamil Nadu Newsprint & Papers Limited,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products
NSE:TNTELE-EQ,Tamilnadu Telecommunication Limited,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
NSE:TOKYOPLAST-BE,Tokyo Plast International Limited,Consumer Durables,Consumer Durables,Plastic Products - Consumer
NSE:TOLINS-EQ,Tolins Tyres Limited,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
NSE:TORNTPHARM-EQ,Torrent Pharmaceuticals Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:TORNTPOWER-EQ,Torrent Power Limited,Power,Power,Integrated Power Utilities
NSE:TOTAL-EQ,Total Transport Systems Limited,Services,Transport Services,Logistics Solution Provider
NSE:TOUCHWOOD-EQ,Touchwood Entertainment Limited,Consumer Services,Other Consumer Services,Other Consumer Services
NSE:TPHQ-EQ,Teamo Productions HQ Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:TPLPLASTEH-EQ,TPL Plastech Limited,Capital Goods,Industrial Products,Packaging
NSE:TRACXN-EQ,Tracxn Technologies Limited,Services,Commercial Services & Supplies,Data Processing Services
NSE:TRANSPEK-EQ,Transpek Industry Limited,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
NSE:TRANSRAILL-EQ,Transrail Lighting Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:TRANSWORLD-EQ,TRANSWORLD SHIPPING LINES LIMITED,Services,Transport Services,Shipping
NSE:TRAVELFOOD-EQ,Travel Food Services Limited,Consumer Services,Leisure Services,Restaurants
NSE:TREEHOUSE-EQ,Tree House Education & Accessories Limited,Consumer Services,Other Consumer Services,Education
NSE:TREJHARA-EQ,TREJHARA SOLUTIONS LIMITED,Services,Transport Services,Logistics Solution Provider
NSE:TREL-EQ,Transindia Real Estate Limited,Services,Transport Services,Logistics Solution Provider
NSE:TRENT-EQ,Trent Limited,Consumer Services,Retailing,Speciality Retail
NSE:TRF-EQ,TRF Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:TRIDENT-EQ,Trident Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:TRIGYN-EQ,Trigyn Technologies Limited,Information Technology,IT - Software,Computers - Software & Consulting
NSE:TRITURBINE-EQ,Triveni Turbine Limited,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
NSE:TRIVENI-EQ,Triveni Engineering & Industries Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:TRU-EQ,TruCap Finance Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:TRUALT-EQ,TruAlt Bioenergy Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:TSFINV-EQ,TSF INVESTMENTS LIMITED,Financial Services,Finance,Investment Company
NSE:TTKHLTCARE-EQ,TTK Healthcare Limited,Diversified,Diversified,Diversified
NSE:TTKPRESTIG-EQ,TTK Prestige Limited,Consumer Durables,Consumer Durables,Household Appliances
NSE:TTL-EQ,T T Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:TTML-EQ,Tata Teleservices (Maharashtra) Limited,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
NSE:TVSELECT-EQ,TVS Electronics Limited,Information Technology,IT - Hardware,Computers Hardware & Equipments
NSE:TVSHLTD-EQ,TVS Holdings Limited,Financial Services,Finance,Investment Company
NSE:TVSMOTOR-EQ,TVS Motor Company Limited,Automobile and Auto Components,Automobiles,2/3 Wheelers
NSE:TVSSCS-EQ,TVS Supply Chain Solutions Limited,Services,Transport Services,Logistics Solution Provider
NSE:TVSSRICHAK-EQ,TVS Srichakra Limited,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
NSE:TVTODAY-EQ,TV Today Network Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:TVVISION-EQ,TV Vision Limited,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
NSE:UBL-EQ,United Breweries Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:UCAL-EQ,UCAL LIMITED,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:UCOBANK-EQ,UCO Bank,Financial Services,Banks,Public Sector Bank
NSE:UDS-EQ,Updater Services Limited,Services,Commercial Services & Supplies,Diversified Commercial Services
NSE:UEL-EQ,Ujaas Energy Limited,Power,Power,Power Generation
NSE:UFBL-EQ,United Foodbrands Limited,Consumer Services,Leisure Services,Restaurants
NSE:UFLEX-EQ,UFLEX Limited,Capital Goods,Industrial Products,Packaging
NSE:UFO-EQ,UFO Moviez India Limited,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition
NSE:UGARSUGAR-EQ,The Ugar Sugar Works Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
NSE:UGROCAP-EQ,Ugro Capital Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:UJJIVANSFB-EQ,Ujjivan Small Finance Bank Limited,Financial Services,Banks,Other Bank
NSE:ULTRACEMCO-EQ,UltraTech Cement Limited,Construction Materials,Cement & Cement Products,Cement & Cement Products
NSE:ULTRAMAR-EQ,Ultramarine & Pigments Limited,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
NSE:UMAEXPORTS-EQ,Uma Exports Limited,Services,Commercial Services & Supplies,Trading & Distributors
NSE:UMESLTD-BE,Usha Martin Education & Solutions Limited,Consumer Services,Other Consumer Services,E-Learning
NSE:UMIYA-MRO-EQ,UMIYA BUILDCON LIMITED,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories
NSE:UNICHEMLAB-EQ,Unichem Laboratories Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:UNIDT-EQ,United Drilling Tools Limited,Capital Goods,Industrial Manufacturing,Industrial Products
NSE:UNIECOM-EQ,Unicommerce Esolutions Limited,Information Technology,IT - Services,IT Enabled Services
NSE:UNIENTER-EQ,Uniphos Enterprises Limited,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
NSE:UNIINFO-BE,Uniinfo Telecom Services Limited,Telecommunication,Telecom - Services,Other Telecom Services
NSE:UNIMECH-EQ,Unimech Aerospace and Manufacturing Limited,Capital Goods,Aerospace & Defense,Aerospace & Defense
NSE:UNIONBANK-EQ,Union Bank of India,Financial Services,Banks,Public Sector Bank
NSE:UNIPARTS-EQ,Uniparts India Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:UNITDSPR-EQ,United Spirits Limited,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
NSE:UNITECH-EQ,Unitech Limited,Realty,Realty,Residential Commercial Projects
NSE:UNITEDPOLY-BE,United Polyfab Gujarat Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:UNITEDTEA-EQ,The United Nilgiri Tea Estates Company Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
NSE:UNIVAFOODS-BE,Univa Foods Limited,Consumer Services,Leisure Services,Hotels & Resorts
NSE:UNIVASTU-EQ,Univastu India Limited,Construction,Construction,Civil Construction
NSE:UNIVCABLES-EQ,Universal Cables Limited,Capital Goods,Industrial Products,Cables - Electricals
NSE:UNIVPHOTO-BE,Universus Photo Imagings Limited,Consumer Durables,Consumer Durables,Consumer Electronics
NSE:UNOMINDA-EQ,UNO Minda Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:UPL-EQ,UPL Limited,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
NSE:URAVIDEF-EQ,Uravi Defence and Technology Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:URBANCO-EQ,Urban Company Limited,Consumer Services,Retailing,E-Retail/ E-Commerce
NSE:URJA-EQ,Urja Global Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:USHAMART-EQ,Usha Martin Limited,Capital Goods,Industrial Products,Iron & Steel Products
NSE:USK-EQ,Udayshivakumar Infra Limited,Construction,Construction,Civil Construction
NSE:UTIAMC-EQ,UTI Asset Management Company Limited,Financial Services,Capital Markets,Asset Management Company
NSE:UTKARSHBNK-EQ,Utkarsh Small Finance Bank Limited,Financial Services,Banks,Other Bank
NSE:UTLSOLAR-EQ,Fujiyama Power Systems Limited,Capital Goods,Electrical Equipment,Other Electrical Equipment
NSE:UTTAMSUGAR-EQ,Uttam Sugar Mills Limited,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
NSE:UYFINCORP-EQ,U. Y. Fincorp Limited,Financial Services,Finance,Non Banking Financial Company (NBFC)
NSE:V2RETAIL-EQ,V2 Retail Limited,Consumer Services,Retailing,Speciality Retail
NSE:VADILALIND-EQ,Vadilal Industries Limited,Fast Moving Consumer Goods,Food Products,Dairy Products
NSE:VAIBHAVGBL-EQ,Vaibhav Global Limited,Consumer Durables,Consumer Durables,Gems Jewellery And Watches
NSE:VAISHALI-BE,Vaishali Pharma Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:VAKRANGEE-EQ,Vakrangee Limited,Information Technology,IT - Services,IT Enabled Services
NSE:VALIANTLAB-BE,Valiant Laboratories Limited,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
NSE:VALIANTORG-EQ,Valiant Organics Limited,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
NSE:VARDHACRLC-EQ,Vardhman Acrylics Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:VARDMNPOLY-EQ,Vardhman Polytex Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:VARROC-EQ,Varroc Engineering Limited,Automobile and Auto Components,Auto Components,Auto Components & Equipments
NSE:VASCONEQ-BE,Vascon Engineers Limited,Realty,Realty,Residential Commercial Projects
NSE:VASWANI-EQ,Vaswani Industries Limited,Metals & Mining,Ferrous Metals,Sponge Iron
NSE:VBL-EQ,Varun Beverages Limited,Fast Moving Consumer Goods,Beverages,Other Beverages
NSE:VCL-EQ,Vaxtex Cotfab Limited,Textiles,Textiles & Apparels,Other Textile Products
NSE:VEDL-EQ,Vedanta Limited,Metals & Mining,Diversified Metals,Diversified Metals
NSE:VEEDOL-EQ,Veedol Corporation Limited,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants
NSE:VELJAN-EQ,Veljan Denison Limited,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines
NSE:VENKEYS-EQ,Venky's (India) Limited,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry
